WKT,pops_number,borough_name,borough_code,community_board,address_number,street_name,zip_code,building_address_with_zip_code,tax_block,tax_lot,building_name,building_location,year_completed,building_constructed,public_space_type,developer,building_architect,principal_public_space_designer,size_required,hour_of_access_required,amenities_required,other_required,permitted_amenities,physically_disabled_access,latitude,longitude,xcoordinate,ycoordinate,bin,postcode,council_district,census_tract,bbl,nta,location,tpadbin,tpadbinstatus
"POINT (-73.95736 40.77489)",M080037,Manhattan,"1","08","178",EAST 80 STREET,"10075","178 EAST 80 STREET, New York, NY 10075","01508","0038",Kenilworth,South side of East 80th Street between Third and Lexington Avenues,"1972",Completed,Plaza,Kalikow Construction Corp.,Philip Birnbaum,Philip Birnbaum,Plaza 3655.00 sf,24 Hours,None,,,Full/Partial,40.77489,-73.95736,"0996060","0221593","1047479","10075","4","140","1015080038",,POINT(-73.95736 40.77489),,No activity
"POINT (-73.955231 40.777876)",M080039,Manhattan,"1","08","171",EAST 84 STREET,"10028","171 EAST 84 STREET, New York, NY 10028","01513","7501",Evans Tower,Northwest corner of Third Avenue and East 84th Street,"1986",Completed,Residential Plaza,Legent Realty Co.,Philip Birnbaum,"Philip Birnbaum; Thomas Balsley Associates",Residential Plaza 4249.74 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees within Space; Water Feature",,,Full/Partial,40.777876,-73.955231,"0996649","0222681","1047704","10028","4","148.01","1015137501",,POINT(-73.955231 40.777876),,No activity
"POINT (-73.954732 40.778669)",M080040,Manhattan,"1","08","185",EAST 85 STREET,"10028","185 EAST 85 STREET, New York, NY 10028","01514","0039",Park Lane Towers,Full blockfront on west side of Third Avenue between East 85th and 86th Streets,"1966",Completed,"Plaza; Plaza- Connected Open Area",,H.I. Feldman,Arthur J. Klonsky,"Plaza 13655.00 sf; Plaza- Connected Open Area 2936.00 sf",24 Hours,None,,,Full/Partial,40.778669,-73.954732,"0996787","0222970","1047938","10028","4","148.01","1015140039",,POINT(-73.954732 40.778669),,No activity
"POINT (-73.956624 40.779485)",M080041,Manhattan,"1","08","111",EAST 85 STREET,"10028","111 EAST 85 STREET, New York, NY 10028","01514","0008",,North side of East 85th Street between Lexington and Park Avenues,"1971",Completed,"Arcade; Plaza",,Philip Birnbaum,Philip Birnbaum,"Arcade 566.70 sf; Plaza 5581.19 sf",24 Hours,"Lighting; Planting; Seating; Trees on Street; Trees within Space",,,None,40.779485,-73.956624,"0996263","0223267","1047928","10028","4","148.01","1015140008",,POINT(-73.956624 40.779485),,No activity
"POINT (-73.956255 40.780871)",M080042,Manhattan,"1","08","1065",PARK AVENUE,"10128","1065 PARK AVENUE, New York, NY 10128","01516","0001",Carlton Park,Northeast corner of Park Avenue and East 87th Street,"1974",Completed,"Arcade; Plaza",,Harry F. Green/Stephen C. Lyras,Harry F. Green/Stephen C. Lyras,"Arcade 1812.00 sf; Plaza 2320.00 sf",24 Hours,"Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.780871,-73.956255,"0996365","0223772","1048040","10128","4","148.02","1015160001",,POINT(-73.956255 40.780871),,No activity
"POINT (-73.955598 40.780796)",M080043,Manhattan,"1","08","115",EAST 87 STREET,"10128","115 EAST 87 STREET, New York, NY 10128","01516","7502",Carnegie Towers,North side of East 87th Street between Lexington and Park Avenues,"1972",Completed,Plaza,,Jay Sam Unger & Associates,Jay Sam Unger & Associates,Plaza 2633.40 sf,24 Hours,None,,,Full/Partial,40.780796,-73.955598,"0996547","0223745","1048043","10128","4","148.02","1015167502",,POINT(-73.955598 40.780796),,No activity
"POINT (-73.950341 40.784371)",M080044,Manhattan,"1","08","182",EAST 95 STREET,"10128","182 EAST 95 STREET, New York, NY 10128","01523","0034",Highgate,Southwest corner of Third Avenue and East 95th Street. Additional lot: 1523/34-40.,"1980",Completed,Residential Plaza,,"Jarmul, Brizee & Levitt","Jarmul, Brizee & Levitt",Residential Plaza 5220.00 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.784371,-73.950341,"0998002","0225048","1087328","10128","5","158.01","1015230034",,POINT(-73.950341 40.784371),,No activity
"POINT (-73.955688 40.775905)",M080046,Manhattan,"1","08","200",EAST 82 STREET,"10028","200 EAST 82 STREET, New York, NY 10028","01527","0045",Wimbledon,"Southeast corner of Third Avenue and East 82nd Street. Additional lots: 1527/41,43-45,47,48,146","1980",Completed,Plaza,,Schuman Lichtenstein Claman,Schuman Lichtenstein Claman,Plaza 2536.00 sf,24 Hours,None,,,Full/Partial,40.775905,-73.955688,"0996523","0221963","1048579","10028","5","138","1015270045",,POINT(-73.955688 40.775905),,No activity
"POINT (-73.951833 40.778385)",M080048,Manhattan,"1","08","250",EAST 87 STREET,"10128","250 EAST 87 STREET, New York, NY 10128","01532","0022",Newbury,Full blockfront on west side of Second Avenue between East 86th and 87th Streets. Original BBL: 1532/30.,"1970",Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 6667.67 sf,24 Hours,None,,,Full/Partial,40.778385,-73.951833,"0997590","0222867","1048799","10128","5","146.02","1015320022",,POINT(-73.951833 40.778385),,No activity
"POINT (-73.95284 40.779615)",M080049,Manhattan,"1","08","201",EAST 87 STREET,"10128","201 EAST 87 STREET, New York, NY 10128","01533","0001",Claridge House,Full blockfront on east side of Third Avenue between East 87th and 88th Streets,"1975",Completed,"Park; Plaza",,Philip Birnbaum,Beyer-Blinder-Belle,"Park 2698.90 sf; Plaza 0.00 sf",24 Hours,"Artwork; Lighting; Planting; Seating; Trees within Space; Water Feature",,,Full/Partial,40.779615,-73.95284,"0997311","0223315","1048809","10128","5","146.02","1015330001",,POINT(-73.95284 40.779615),,No activity
"POINT (-73.952402 40.78051)",M080050,Manhattan,"1","08","200",EAST 89 STREET,"10128","200 EAST 89 STREET, New York, NY 10128","01534","7501",Monarch,Southeast corner of Thrid Avenue and East 89th Street. Original BBL: 1534/1001-1262.,"1988",Completed,Residential Plaza,Third Eighty-Ninth Associates,Schuman Lichtenstein Claman Efron,Schuman Lichtenstein Claman Efron,Residential Plaza 4868.40 sf,Restricted Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.78051,-73.952402,"0997432","0223641","1073221","10128","5","146.02","1015347501",,POINT(-73.952402 40.78051),,No activity
"POINT (-73.951976 40.78099)",M080051,Manhattan,"1","08","200",EAST 90 STREET,"10128","200 EAST 90 STREET, New York, NY 10128","01535","0003",,Southeast corner of Third Avenue and East 90th Street,"1974",Completed,Plaza,,"Schuman, Lichtenstein, Claman & Efron","Schuman, Lichtenstein, Claman & Efron",Plaza 5937.71 sf,24 Hours,None,,,Full/Partial,40.78099,-73.951976,"0997550","0223816","1048876","10128","5","154","1015350003",,POINT(-73.951976 40.78099),,No activity
"POINT (-73.954245 40.773327)",M080053,Manhattan,"1","08","301",EAST 79 STREET,"10075","301 EAST 79 STREET, New York, NY 10075","01542","7501",Continental Towers,"Northeast corner of Second Avenue and East 79th Street. Original BBL: 1542/1101-1545,12,49.","1977",Completed,Plaza,79th Associates,Philip Birnbaum and Mathews Nielsen,"M. Paul Friedberg; Bill Bott and Mathews Nielsen (for alteration in 2003)",Plaza 8810.20 sf,24 Hours,"Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees within Space",,,Full/Partial,40.773327,-73.954245,"0996923","0221024","1049261","10075","5","138","1015427501",,POINT(-73.954245 40.773327),,No activity
"POINT (-73.952306 40.773469)",M080054,Manhattan,"1","08","345",EAST 80 STREET,"10075","345 EAST 80 STREET, New York, NY 10075","01543","7501",East Winds,Full blockfront on west side of First Avenue between East 80th and 81st Streets. Original BBL: 1543/1001-1335.,"1973",Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 7070.00 sf,24 Hours,None,,,Full/Partial,40.773469,-73.952306,"0997460","0221076","1076841","10075","5","138","1015437501",,POINT(-73.952306 40.773469),,No activity
"POINT (-73.952651 40.776028)",M080055,Manhattan,"1","08","303",EAST 83 STREET,"10028","303 EAST 83 STREET, New York, NY 10028","01546","0001",Camargue,"Northeast corner of Second Avenue and East 83rd Street. Additional lot: 1546/1, 50","1977",Completed,Plaza,Romford Realty Corporation,Philip Birnbaum,Philip Birnbaum,Plaza 6518.10 sf,24 Hours,None,,,Full/Partial,40.776028,-73.952651,"0997364","0222008","1049916","10028","5","138","1015460001",,POINT(-73.952651 40.776028),,No activity
"POINT (-73.9509 40.775349)",M080056,Manhattan,"1","08","353",EAST 83 STREET,"10028","353 EAST 83 STREET, New York, NY 10028","01546","0023",,Northwest corner of First Avenue and East 83rd Street,"1968",Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 5640.62 sf,24 Hours,None,,,Full/Partial,40.775349,-73.9509,"0997849","0221761","1049931","10028","5","138","1015460023",,POINT(-73.9509 40.775349),,No activity
"POINT (-73.950441 40.775988)",M080057,Manhattan,"1","08","351",EAST 84 STREET,"10028","351 EAST 84 STREET, New York, NY 10028","01547","0023",Adams Tower,Full blockfront on west side of First Avenue between East 84th and 85th Streets,"1969",Completed,Plaza,,Wechsler & Schimenti,Wechsler & Schimenti,Plaza 6694.95 sf,24 Hours,None,,,Full/Partial,40.775988,-73.950441,"0997976","0221994","1049968","10028","5","146.01","1015470023",,POINT(-73.950441 40.775988),,No activity
"POINT (-73.952051 40.776864)",M080058,Manhattan,"1","08","300",EAST 85 STREET,"10028","300 EAST 85 STREET, New York, NY 10028","01547","0049",America,"Southeast corner of Second Avenue and East 85th Street. Additional lots: 1547/ 2, 3, 49, 104.","1987",Completed,Residential Plaza,Ian Bruce Eichner,Murphy/Jahn,Murphy/Jahn,Residential Plaza 5300.00 sf,24 Hours,"Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.776864,-73.952051,"0997530","0222313","1078565","10028","5","146.01","1015470049",,POINT(-73.952051 40.776864),,No activity
"POINT (-73.950797 40.77861)",M080059,Manhattan,"1","08","301",EAST 87 STREET,"10128","301 EAST 87 STREET, New York, NY 10128","01550","0001",Corniche,Northeast corner of Second Avenue and East 87th Street,"1974",Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 3357.00 sf,24 Hours,"Bicycle Parking; Litter Receptacles; Planting; Plaque/Sign; Seating",,,Full/Partial,40.77861,-73.950797,"0997877","0222949","1050044","10128","5","146.02","1015500001",,POINT(-73.950797 40.77861),,No activity
"POINT (-73.946704 40.781182)",M080060,Manhattan,"1","08","340",EAST 93 STREET,"10128","340 EAST 93 STREET, New York, NY 10128","01555","0023",Plymouth Tower,Full blockfront on west side of First Avenue between East 92nd and 93rd Streets,"1977",Completed,Residential Plaza,,"Schuman, Lichtenstein, Claman","Weintraub & di Domenico; William Q. Brothers III Architect (for alteration in 2010)",Residential Plaza 7323.83 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space","treatment of building walls with decorative lattice screen and stucco wall surfacing on East 92nd Street and East 93rd Street, gazebo in area adjacent to garage entrance on East 93rd Street",,Full/Partial,40.781182,-73.946704,"0999010","0223887","1078668","10128","5","154","1015550023",,POINT(-73.946704 40.781182),,No activity
"POINT (-73.946256 40.78178)",M080061,Manhattan,"1","08","345",EAST 93 STREET,"10128","345 EAST 93 STREET, New York, NY 10128","01556","0023",Mill Rock Plaza,Full blockfront on west side of First Avenue between East 93rd and 94th Streets,"1975",Completed,"Plaza; Special Permit Arcade",,Kavy & Kavovitt,M. Paul Friedberg & Associates,"Plaza 10507.00 sf; Special Permit Arcade 1900.00 sf",24 Hours,"Planting; Seating; Tables; Trees on Street; Trees within Space; Water Feature",,,Full/Partial,40.78178,-73.946256,"0999134","0224105","1050288","10128","5","154","1015560023",,POINT(-73.946256 40.78178),,No activity
"POINT (-73.948325 40.781993)",M080062,Manhattan,"1","08","300",EAST 93 STREET,"10128","300 EAST 93 STREET, New York, NY 10128","01555","7501",Waterford,"Southeast corner of Second Avenue and East 93rd Street. Original BBL: 1555/3 ,4, 5, 1101-1323.","1987",Completed,Residential Plaza,,Beyer Blinder Belle,Thomas Balsley Associates,Residential Plaza 4962.00 sf,Restricted Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature",,,Full/Partial,40.781993,-73.948325,"0998561","0224182","1073539","10128","5","154","1015557501",,POINT(-73.948325 40.781993),,No activity
"POINT (-73.951638 40.773206)",M080064,Manhattan,"1","08","401",EAST 80 STREET,"10075","401 EAST 80 STREET, New York, NY 10075","01560","0001",,"Full blockfront on east side of First Avenue between East 80th and 81st Streets. Additional lot: 1560/1,44.","1980",Completed,Residential Plaza,80-81 and First Associates,Philip Birnbaum,"Philip Birnbaum; Thomas Balsley Associates (for alteration)",Residential Plaza 5689.91 sf,Restricted Hours,"Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",Primary Space: 120 sf trellis,,Full/Partial,40.773206,-73.951638,"0997645","0220980","1050360","10075","5","136","1015600001",,POINT(-73.951638 40.773206),,No activity
"POINT (-73.949915 40.775565)",M080066,Manhattan,"1","08","401",EAST 84 STREET,"10028","401 EAST 84 STREET, New York, NY 10028","01564","7502",Dunhill,"Northeast corner of First Avenue and East 84th Street. Original BLL: 1564/5, 1101-1189.","1987",Completed,Open Plaza,Ganbir Construction Corp.,Liebman Liebman Associates,Liebman Liebman Associates,Open Plaza 846.00 sf,24 Hours,"Other Required; Planting; Trees on Street; Trees within Space",12 lamp posts of the kind used throughout the City's public park system,,Full/Partial,40.775565,-73.949915,"0998122","0221840","1073786","10028","5","144.01","1015647502",,POINT(-73.949915 40.775565),,No activity
"POINT (-73.947885 40.77588)",M080068,Manhattan,"1","08","444",EAST 86 STREET,"10028","444 EAST 86 STREET, New York, NY 10028","01565","0029",,"South side of East 86th Street between York and First Avenues. Additional lot: 1565/17,29.","1974",Completed,Plaza,Kal Associates,Philip Birnbaum,Philip Birnbaum,Plaza 7610.00 sf,24 Hours,"Lighting; Planting; Seating; Trees within Space",,,Full/Partial,40.77588,-73.947885,"0998684","0221955","1050543","10028","5","144.01","1015650029",,POINT(-73.947885 40.77588),,No activity
"POINT (-73.946331 40.77771)",M080069,Manhattan,"1","08","1675",YORK AVENUE,"10128","1675 YORK AVENUE, New York, NY 10128","01568","0021",Andover,Full blockfront on west side of York Avenue between East 88th and 89th Streets,"1974",Completed,Plaza,Madison Holding Corp. and Arwin East 88th St. Co.,Philip Birnbaum,Philip Birnbaum,Plaza 11754.00 sf,24 Hours,None,,,Full/Partial,40.77771,-73.946331,"0999114","0222622","1050621","10128","5","144.02","1015680021",,POINT(-73.946331 40.77771),,No activity
"POINT (-73.94598 40.778319)",M080070,Manhattan,"1","08","1725",YORK AVENUE,"10128","1725 YORK AVENUE, New York, NY 10128","01569","0016",East River Towers,Full blockfront on west side of York Avenue between East 89th and 90th Streets,"1970",Completed,Plaza,,Horace Ginsbern and Associates,Horace Ginsbern and Associates,Plaza 7862.85 sf,24 Hours,None,,,Full/Partial,40.778319,-73.94598,"0999211","0222844","1050634","10128","5","152","1015690016",,POINT(-73.94598 40.778319),,No activity
"POINT (-73.948828 40.771028)",M080071,Manhattan,"1","08","515",EAST 79 STREET,"10075","515 EAST 79 STREET, New York, NY 10075","01576","0014",Austen House,North side of East 79th Street between East End and York Avenues,"1982",Completed,Residential Plaza,,Philip Birnbaum,Philip Birnbaum,Residential Plaza 5965.62 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,Full/Partial,40.771028,-73.948828,"0998424","0220187","1050766","10075","5","136","1015760014",,POINT(-73.948828 40.771028),,No activity
"POINT (-73.949394 40.772184)",M080072,Manhattan,"1","08","1520",YORK AVENUE,"10028","1520 YORK AVENUE, New York, NY 10028","01577","0001",Caldwell,Northeast corner of York Avenue and East 80th Street,"1972",Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 7385.52 sf,24 Hours,None,,,Full/Partial,40.772184,-73.949394,"0998267","0220608","1050869","10028","5","136","1015770001",,POINT(-73.949394 40.772184),,No activity
"POINT (-73.946952 40.772792)",M080073,Manhattan,"1","08","60",EAST END AVENUE,"10028","60 EAST END AVENUE, New York, NY 10028","01579","0023",,"Northwest corner of East End Avenue and East 82nd Street. Additional lots: 1579/19, 21, 22-26, 32, 34.","1972",Completed,Plaza,,"Russell M. Boak Associates; Philip Birnbaum","Russell M. Boak Associates; Philip Birnbaum",Plaza 7273.67 sf,24 Hours,None,,,Full/Partial,40.772792,-73.946952,"0998943","0220830","1051164","10028","5","136","1015790023",,POINT(-73.946952 40.772792),,No activity
"POINT (-73.963184 40.761347)",M080075,Manhattan,"1","08","303",EAST 60 STREET,"10022","303 EAST 60 STREET, New York, NY 10022","01435","7501",Evansview,"North side of East 60th Street between First and Second Avenues. Original BBL: 1435/51,52, 1001-1058.","1987",Completed,Residential Plaza,,The Gruzen Partnership,The Gruzen Partnership,Residential Plaza 4316.00 sf,Restricted Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Trees on Street; Trees within Space",,,Full/Partial,40.761347,-73.963184,"0994449","0216658","1072231","10022","5","110","1014357501",,POINT(-73.963184 40.761347),,No activity
